Sentence_ID,Source_Language,Target_Language,Source_Text,Target_Text,Domain,Sentence_Length,Translation_Quality,Speaker_Region,Formality
S0733,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Agriculture,2,High,Eastern,Formal
S0734,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Central,Formal
S0735,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Government,4,High,West Nile,Informal
S0736,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Western,Informal
S0737,English,Acholi,Open the door,[Acholi translation] Yab doggola,Education,3,High,Eastern,Informal
S0738,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Central,Formal
S0739,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Central,Informal
S0740,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Daily Conversation,4,High,Eastern,Formal
S0741,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Eastern,Formal
S0742,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Western,Informal
S0743,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Formal
S0744,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,Central,Informal
S0745,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Eastern,Formal
S0746,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Tourism,4,High,Northern,Informal
S0747,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Health,1,High,Central,Formal
S0748,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Western,Formal
S0749,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Tourism,3,High,Northern,Formal
S0750,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Tourism,3,High,West Nile,Informal
S0751,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,West Nile,Informal
S0752,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Central,Informal
S0753,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Central,Formal
S0754,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Government,4,High,Central,Formal
S0755,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Business,4,High,Western,Formal
S0756,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Eastern,Formal
ID-XYZ,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Formal
S0758,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Northern,Informal
S0759,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Northern,Informal
S0760,English,Runyankole,Thank you,[Runyankole translation] Webale,Government,2,High,Central,Informal
S0761,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,West Nile,Formal
S0762,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Eastern,Formal
S0763,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Business,2,High,Eastern,Formal
S0764,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Western,Formal
S0765,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Central,Formal
S0766,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Agriculture,1,High,Western,Formal
S0767,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Government,4,High,Central,Formal
S0768,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Tourism,1,High,Western,Formal
S0769,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Eastern,Informal
S0770,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Eastern,Formal
S0771,English,Acholi,Good morning,[Acholi translation] Icoo Maber,Business,2,High,Central,Formal
S0772,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Tourism,3,High,Western,Formal
S0773,English,Acholi,Good morning,[Acholi translation] Icoo Maber,Health,2,High,Western,Informal
S0774,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Eastern,Formal
S0775,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Western,Formal
S0776,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,West Nile,Formal
S0777,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,West Nile,Informal
S0778,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Government,4,High,Central,Informal
S0779,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,West Nile,Informal
S0780,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Eastern,Informal
S0781,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Western,Informal
S0782,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,West Nile,Informal
S0783,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Eastern,Formal
S0784,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Agriculture,3,High,Northern,Formal
S0785,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Daily Conversation,4,High,West Nile,Formal
S0786,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Daily Conversation,3,High,West Nile,Informal
S0787,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Daily Conversation,1,High,Eastern,Formal
S0788,English,Acholi,Good morning,[Acholi translation] Icoo Maber,Business,2,High,Northern,Informal
S0789,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Northern,Formal
S0790,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Eastern,Formal
S0791,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Agriculture,2,High,Eastern,Informal
S0792,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Eastern,Formal
S0793,English,Lusoga,The patient needs medicine,[Lusoga translation] Omulwaire yetaaga obulezi,Health,4,High,Western,Formal
S0794,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Northern,Informal
S0795,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Health,1,High,Eastern,Informal
S0796,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Health,3,High,Eastern,Informal
S0797,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Education,2,High,Northern,Formal
S0798,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Western,Informal
S0799,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,West Nile,Informal
S0800,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,West Nile,Informal
S0801,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Health,3,High,Northern,Informal
S0802,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Agriculture,4,High,Eastern,Formal
S0803,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Northern,Informal
S0804,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Eastern,Informal
S0805,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Government,2,High,Western,Informal
S0806,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Western,Informal
S0807,English,Rukiga,Thank you,[Rukiga translation] Webare,Daily Conversation,2,High,Eastern,Formal
S0808,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Northern,Informal
S0809,English,Acholi,Open the door,[Acholi translation] Yab doggola,Tourism,3,High,Central,Formal
S0810,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Health,1,High,Western,Informal
S0811,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Health,3,High,Central,Informal
S0812,English,Rukiga,The road is bad,[Rukiga translation] Oruguuto nirubi,Agriculture,4,High,West Nile,Formal
S0813,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,West Nile,Informal
S0814,English,Runyankole,Thank you,[Runyankole translation] Webale,Health,2,High,Western,Informal
S0815,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Central,Formal
S0816,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,West Nile,Formal
S0817,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Tourism,1,High,Western,Informal
S0818,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,West Nile,Formal
S0819,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Government,1,High,Eastern,Formal
S0820,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Agriculture,2,High,Central,Formal
S0821,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Northern,Informal
S0822,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Western,Informal
S0823,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Central,Informal
S0824,English,Acholi,Good morning,[Acholi translation] Icoo Maber,Tourism,2,High,Western,Formal
S0825,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Government,4,High,West Nile,Formal
S0826,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Western,Informal
S0827,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Daily Conversation,1,High,Western,Formal
S0828,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Northern,Formal
S0829,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Daily Conversation,4,High,Central,Formal
S0830,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Tourism,4,High,Western,Formal
S0831,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Tourism,1,High,Western,Formal
S0832,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Eastern,Formal
S0833,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Business,1,High,Central,Formal
S0834,English,Runyankole,Thank you,[Runyankole translation] Webale,Agriculture,2,High,Northern,Informal
S0835,English,Luganda,Thank you,[Luganda translation] Webale,Daily Conversation,2,High,West Nile,Informal
S0836,English,Rukiga,The road is bad,[Rukiga translation] The road is bad,Daily Conversation,4,High,Eastern,Informal
S0837,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Tourism,4,High,Western,Informal
S0838,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Northern,Formal
S0839,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Tourism,3,High,Central,Formal
S0001,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Agriculture,4,High,Eastern,Formal
S0841,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Government,4,High,Central,Informal
S0842,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Government,4,High,West Nile,Informal
S0843,English,Rukiga,Thank you,[Rukiga translation] Webare,Government,2,High,Eastern,Formal
S0844,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,West Nile,Formal
S0845,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Northern,Formal
S0846,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,West Nile,Informal
S0847,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Eastern,Formal
S0848,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Business,2,High,Eastern,Formal
S0849,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Agriculture,3,High,Western,Formal
S0850,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Central,Informal
S0851,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Health,2,High,Northern,Informal
S0852,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Western,Formal
S0853,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Health,2,High,Western,Informal
S0854,English,Acholi,Welcome,[Acholi translation] Wa joli,Health,1,High,Western,Informal
S0855,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Western,Informal
S0856,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Eastern,Formal
S0857,English,Acholi,Open the door,[Acholi translation] Yab doggola,Health,3,High,Central,Formal
S0858,English,Runyankole,Thank you,[Runyankole translation] Webale,Agriculture,2,High,West Nile,Informal
S0859,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Tourism,1,High,Eastern,Informal
S0860,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,West Nile,Informal
S0861,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,West Nile,Formal
S0862,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Eastern,Formal
S0863,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Eastern,Formal
S0864,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Eastern,Formal
S0865,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Eastern,Formal
S0866,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Tourism,1,High,Western,Informal
S0867,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Central,Informal
S0868,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Business,1,High,Eastern,Informal
S0869,English,Runyankole,Good morning,[Runyankole translation] Oreiregye,Business,2,High,Northern,Informal
S0870,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Northern,Formal
S0871,English,Rukiga,Thank you,[Rukiga translation] Webare,Government,2,High,Northern,Informal
S0872,English,Acholi,Welcome,[Acholi translation] Wa joli,Health,1,High,West Nile,Formal
S0873,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Tourism,3,High,Northern,Formal
S0874,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Health,3,High,Northern,Formal
